SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,601 Van Ness Ave #543,San Francisco,CA,94102,599000,1,1.0,San Francisco,709,105806,1982,12,845,940,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-543/home/1340580,San Francisco MLS,421595956,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,182 12th Ave,San Francisco,CA,94118,1749000,3,2.0,San Francisco,1830,2063,1923,12,956,250,Active,,,http://www.redfin.com/CA/San-Francisco/182-12th-Ave-94118/home/1452407,San Francisco MLS,421595836,N,Y,37.78488,-122.470743
MLS Listing,,Condo/Co-op,2875 25th St #4,San Francisco,CA,94110,849000,1,1.0,San Francisco,850,2250,1937,12,999,300,Active,,,http://www.redfin.com/CA/San-Francisco/2875-25th-St-94110/unit-4/home/40629119,San Francisco MLS,421595163,N,Y,37.7510661,-122.407725
MLS Listing,,Condo/Co-op,739 - 741 Clayton St #741,San Francisco,CA,94117,1550000,2,1.0,San Francisco,,3123,1904,12,,250,Active,,,http://www.redfin.com/CA/San-Francisco/739-Clayton-St-94117/unit-741/home/902784,San Francisco MLS,421595917,N,Y,37.7680678,-122.4485642
MLS Listing,,Condo/Co-op,55 Capra Way,San Francisco,CA,94123,2695000,3,2.0,San Francisco,2220,2500,1927,12,1214,300,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Capra-Way-94123/home/881030,San Francisco MLS,421592727,N,Y,37.802593,-122.439436
MLS Listing,,Condo/Co-op,650 Carolina St,San Francisco,CA,94107,1795000,3,2.0,San Francisco,2126,2467,2002,12,844,360,Active,,,http://www.redfin.com/CA/San-Francisco/650-Carolina-St-94107/home/1179010,San Francisco MLS,421595446,N,Y,37.760377,-122.400509
MLS Listing,,Single Family Residential,8 Juri St,San Francisco,CA,94110,2295000,3,2.5,San Francisco,2050,1855,1898,12,1120,,Active,October-2-2021 11:30 AM,October-2-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/8-Juri-St-94110/home/1196523,San Francisco MLS,421595298,N,Y,37.7500246,-122.4220167
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #5,San Francisco,CA,94109,2150000,3,3.0,San Francisco,1579,4375,1926,12,1362,832,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-5/home/2020810,San Francisco MLS,421591906,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #4,San Francisco,CA,94109,1895000,3,3.0,San Francisco,1548,4375,1926,12,1224,832,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-4/home/1952946,San Francisco MLS,421595525,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,2779 Folsom St #1,San Francisco,CA,94110,2395000,3,3.5,San Francisco,2241,8260,,12,1069,704,Active,,,http://www.redfin.com/CA/San-Francisco/2779-Folsom-St-94110/unit-1/home/176436884,San Francisco MLS,421595634,N,Y,37.752965,-122.413713
MLS Listing,,Condo/Co-op,435 China Basin St #335,San Francisco,CA,94158,1439000,2,2.0,San Francisco,1176,122891,2012,12,1224,863,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-335/home/40629302,San Francisco MLS,421590901,N,Y,37.7718864,-122.3885728
MLS Listing,,Single Family Residential,248 Juanita Way,San Francisco,CA,94127,1848000,4,3.0,San Francisco,2240,2962,1931,12,825,,Active,,,http://www.redfin.com/CA/San-Francisco/248-Juanita-Way-94127/home/1549324,San Francisco MLS,421560851,N,Y,37.7406389,-122.4570316
MLS Listing,,Single Family Residential,1027 De Haro St,San Francisco,CA,94107,1598000,3,2.0,San Francisco,2370,2500,1907,12,674,,Active,,,http://www.redfin.com/CA/San-Francisco/1027-De-Haro-St-94107/home/2001041,San Francisco MLS,421595885,N,Y,37.7567421,-122.4006448
MLS Listing,,Condo/Co-op,250 King St #538,San Francisco,CA,94107,729900,1,1.0,Soma,650,,2004,12,1123,800,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-538/home/22889147,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967536,N,Y,37.7781222,-122.3932903
MLS Listing,,Single Family Residential,139 24th Ave,San Francisco,CA,94121,9500000,5,4.5,San Francisco,6210,9000,1909,12,1530,,Active,,,http://www.redfin.com/CA/San-Francisco/139A-24th-Ave-94121/unit-A/home/1460828,San Francisco MLS,421593707,N,Y,37.7869211,-122.4845373
MLS Listing,,Single Family Residential,329 Surrey St,San Francisco,CA,94131,1350000,3,2.0,San Francisco,1136,2391,1927,12,1188,,Active,,,http://www.redfin.com/CA/San-Francisco/329-Surrey-St-94131/home/1168398,San Francisco MLS,421595898,N,Y,37.7357616,-122.4374894
MLS Listing,,Condo/Co-op,74 New Montgomery St #609,San Francisco,CA,94105,749000,1,1.0,San Francisco,,17865,1914,12,,863,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-609/home/17305033,San Francisco MLS,421595888,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,159 Jasper St,San Francisco,CA,94133,799000,2,1.0,San Francisco,,1873,1910,12,,470,Active,,,http://www.redfin.com/CA/San-Francisco/159-Jasper-Pl-94133/home/39541929,San Francisco MLS,421594632,N,Y,37.8012524,-122.4086382
MLS Listing,,Single Family Residential,143 Detroit St,San Francisco,CA,94131,1349000,3,2.0,San Francisco,1400,1873,1925,12,964,,Active,,,http://www.redfin.com/CA/San-Francisco/143-Detroit-St-94112/home/697726,San Francisco MLS,421592257,N,Y,37.728905,-122.4445232
