SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,108 Marietta Dr,SAN FRANCISCO,CA,94127,1095000,3,2.0,SAN FRANCISCO,1106,2509,1943,5,990,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/108-Marietta-Dr-94127/home/1412362,MLSListings,ML81864123,N,Y,37.7409698,-122.4484268
MLS Listing,,Single Family Residential,111 States St,SAN FRANCISCO,CA,94114,1995000,3,2.5,SAN FRANCISCO,1794,1437,1931,14,1112,,Active,,,http://www.redfin.com/CA/San-Francisco/111-States-St-94114/home/1557402,MLSListings,ML81862760,N,Y,37.7631832,-122.4376521
MLS Listing,,Condo/Co-op,249 Shipley St #2,San Francisco,CA,94107,768000,1,1.5,San Francisco,892,5591,1999,19,861,754,Active,,,http://www.redfin.com/CA/San-Francisco/249-Shipley-94107/unit-2/home/12396891,San Francisco MLS,421593818,N,Y,37.7788907,-122.40378
MLS Listing,,Single Family Residential,669 Marina Blvd,San Francisco,CA,94123,8998000,5,5.0,San Francisco,4752,4944,1931,19,1894,,Active,,,http://www.redfin.com/CA/San-Francisco/669-Marina-Blvd-94123/home/582205,San Francisco MLS,421593475,N,Y,37.8052133,-122.4449164
MLS Listing,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1134,6825,1988,20,793,600,Active,,,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,San Francisco MLS,421591828,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,2831 Polk St #1,San Francisco,CA,94109,2250000,2,2.5,San Francisco,1461,,1924,20,1540,538,Active,,,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-1/home/39591886,San Francisco MLS,421592728,N,Y,37.8028958,-122.4234306
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,22,786,,Active,,,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,22,1116,651,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,23,999,315,Active,,,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,37,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.7816364,-122.439602
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,2.0,San Francisco,1030,15195,1964,49,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1940000,3,3.0,San Francisco,1920,3746,1912,55,1010,,Active,,,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,63,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,775000,2,1.0,San Francisco,975,3828,1900,149,795,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7851652,-122.4222724
MLS Listing,,Condo/Co-op,2200 Sacramento St #905,SAN FRANCISCO,CA,94115,1298000,1,2.0,SAN FRANCISCO,828,,1964,1,1568,723,Active,,,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-905/home/1523032,MLSListings,ML81864684,N,Y,37.7906708,-122.4294715
MLS Listing,,Condo/Co-op,3312 Scott St,San Francisco,CA,94123,1995000,3,2.0,San Francisco,1887,2525,1925,1,1057,300,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/3312-Scott-St-94123/home/1957688,San Francisco MLS,421599316,N,Y,37.80049,-122.440942
MLS Listing,,Condo/Co-op,1300 22nd St #208,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1237,32000,2016,1,1209,875,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-208/home/167315222,San Francisco MLS,421596905,N,Y,37.7578379,-122.3944714
MLS Listing,,Multi-Family (2-4 Unit),1409 - 1411 34th Ave,San Francisco,CA,94122,1095000,4,2.0,San Francisco,2250,1438,1945,1,487,,Active,October-1-2021 02:00 PM,October-1-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/1409-34th-Ave-94122/home/629362,San Francisco MLS,421599300,N,Y,37.7607015,-122.493269
MLS Listing,,Condo/Co-op,1345 16th Ave #4,San Francisco,CA,94122,649000,1,1.0,San Francisco,,6000,1924,1,,300,Active,,,http://www.redfin.com/CA/San-Francisco/1345-16th-Ave-94122/unit-4/home/171998718,San Francisco MLS,421597494,N,Y,37.7628409,-122.4741597
MLS Listing,,Condo/Co-op,560 Wisconsin St,San Francisco,CA,94107,1089000,2,2.0,San Francisco,1150,79531,1978,1,947,936,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/560-Wisconsin-St-94107/home/1335661,San Francisco MLS,421593079,N,Y,37.7603947,-122.399545
MLS Listing,,Condo/Co-op,2131 Vallejo St #3,San Francisco,CA,94123,1295000,2,1.0,San Francisco,1100,2619,1900,1,1177,246,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2131-Vallejo-St-94123/unit-3/home/1522821,San Francisco MLS,421591986,N,Y,37.7952976,-122.4329022
MLS Listing,,Condo/Co-op,201 Harrison St #1026,San Francisco,CA,94105,798000,1,1.0,San Francisco,742,38449,1991,1,1075,659,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-1026/home/1922378,San Francisco MLS,421597017,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,219 Brannan St Unit 4G,San Francisco,CA,94105,2495000,3,3.0,San Francisco,1685,82966,2000,1,1481,1378,Active,,,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-4G/home/1473379,San Francisco MLS,421599283,N,Y,37.7830623,-122.3901122
MLS Listing,,Single Family Residential,167 Maddux Ave,San Francisco,CA,94124,968000,4,2.5,San Francisco,,2495,1941,1,,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/167-Maddux-Ave-94124/home/1558675,San Francisco MLS,421599270,N,Y,37.7326469,-122.3993947
MLS Listing,,Condo/Co-op,451 Kansas St #478,San Francisco,CA,94107,799000,1,1.0,San Francisco,667,80311,2007,1,1198,556,Active,September-30-2021 04:30 PM,September-30-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-478/home/23424611,San Francisco MLS,421599244,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,882 Carolina St,San Francisco,CA,94107,3998000,4,5.0,San Francisco,3327,2365,1900,1,1202,,Active,,,http://www.redfin.com/CA/San-Francisco/882-Carolina-St-94107/home/1654148,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968912,N,Y,37.757485,-122.400248
MLS Listing,,Single Family Residential,3030 Castro St,San Francisco,CA,94131,1450000,3,1.0,San Francisco,1000,2299,1900,1,1450,,Active,,,http://www.redfin.com/CA/San-Francisco/3030-Castro-St-94131/home/1177555,BAREIS,421598300,N,Y,37.7354017,-122.4326346
MLS Listing,,Single Family Residential,15 Belle Ave,San Francisco,CA,94132,998000,3,2.0,San Francisco,1219,2495,1961,1,819,,Active,October-1-2021 06:00 PM,October-1-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/15-Belle-Ave-94132/home/1195779,San Francisco MLS,421598713,N,Y,37.7085667,-122.469612
MLS Listing,,Condo/Co-op,742 Haight St,San Francisco,CA,94117,1649000,3,1.5,San Francisco,2106,2750,1900,1,783,506,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/742-Haight-St-94117/home/11743249,San Francisco MLS,421599147,N,Y,37.771841,-122.43449
MLS Listing,,Condo/Co-op,260 King St #729,San Francisco,CA,94107,599990,0,1.0,Mission,600,,2004,1,1000,799,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-729/home/8191031,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968878,N,Y,37.7776624,-122.3938672
MLS Listing,,Single Family Residential,159 Orsi Cir,San Francisco,CA,94124,1198000,4,3.0,San Francisco,1626,1500,1998,1,737,21,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/159-Orsi-Cir-94124/home/752228,San Francisco MLS,421598999,N,Y,37.7277673,-122.3972706
MLS Listing,,Condo/Co-op,891 Carolina St,San Francisco,CA,94107,2200000,3,2.5,San Francisco,,2495,,1,,,Active,October-2-2021 12:00 PM,October-2-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/891-Carolina-St-94107/home/732200,San Francisco MLS,421598805,N,Y,37.7574618,-122.3997266
MLS Listing,,Condo/Co-op,1200 California St Unit 19B,San Francisco,CA,94109,2850000,2,2.0,San Francisco,1800,,,1,1583,2600,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-19B/home/12400732,San Francisco MLS,421598524,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,1650 Jackson St #704,San Francisco,CA,94109,998000,1,1.0,San Francisco,875,14631,1991,1,1141,,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-704/home/1731259,San Francisco MLS,421590826,N,Y,37.7942661,-122.42226
MLS Listing,,Condo/Co-op,2225 23rd St #402,San Francisco,CA,94107,648000,1,1.0,San Francisco,602,80224,1989,1,1076,583,Active,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-402/home/1841773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968829,N,Y,37.7543499,-122.4022071
MLS Listing,,Multi-Family (2-4 Unit),474 Frederick St,San Francisco,CA,94117,2495000,5,3.0,San Francisco,2615,3436,1900,2,954,,Active,October-3-2021 11:00 AM,October-3-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/474-Frederick-St-94117/home/1953814,San Francisco MLS,421598975,N,Y,37.7666148,-122.4522268
MLS Listing,,Vacant Land,337 Mullen Ave,San Francisco,CA,94110,400000,0,,San Francisco,,2099,,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/337-Mullen-Ave-94110/unit-V/home/110063664,San Francisco MLS,421598963,N,Y,37.746355,-122.405753
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 14A,San Francisco,CA,94105,975000,1,1.0,San Francisco,909,12409,2010,2,1073,1260,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-14A/home/69371162,San Francisco MLS,421598926,N,Y,37.7857425,-122.3988969
MLS Listing,,Multi-Family (2-4 Unit),638 Rhode Island St,SAN FRANCISCO,CA,94107,1980000,5,4.0,SAN FRANCISCO,2663,2495,1911,2,744,,Active,,,http://www.redfin.com/CA/San-Francisco/638-Rhode-Island-St-94107/home/731039,MLSListings,ML81864463,N,Y,37.7616915,-122.4025633
MLS Listing,,Condo/Co-op,1515 15th St #503,SAN FRANCISCO,CA,94103,775000,1,1.0,SAN FRANCISCO,650,14125,2014,2,1192,558,Active,,,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-503/home/108273181,MLSListings,ML81864456,N,Y,37.7665977,-122.4181501
MLS Listing,,Single Family Residential,223 Princeton St,San Francisco,CA,94134,1100000,3,2.5,San Francisco,2057,2060,1958,2,535,,Active,,,http://www.redfin.com/CA/San-Francisco/223-Princeton-St-94134/home/1534617,San Francisco MLS,421598651,N,Y,37.7269571,-122.4151255
MLS Listing,,Multi-Family (2-4 Unit),383 - 385 S Van Ness Ave,San Francisco,CA,94103,2490000,5,2.0,San Francisco,2200,3746,,2,,,Active,October-2-2021 12:00 PM,October-2-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/383-S-Van-Ness-Ave-94103/home/110058599,MetroList,421598857,N,Y,37.7671747,-122.4173188
MLS Listing,,Multi-Family (2-4 Unit),164 - 168 28th St,San Francisco,CA,94131,2000000,7,2.0,San Francisco,2709,2850,1905,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/164-28th-St-94131/unit-168/home/2034900,MetroList,421597432,N,Y,37.7454879,-122.4261455
MLS Listing,,Multi-Family (2-4 Unit),810 - 812 Taraval St,San Francisco,CA,94116,1975000,10,8.0,San Francisco,5800,2500,,2,341,,Active,,,http://www.redfin.com/CA/San-Francisco/810-Taraval-St-94116/home/656030,San Francisco MLS,421598826,N,Y,37.7433331,-122.4749298
MLS Listing,,Multi-Family (5+ Unit),3181 - 3185 San Jose Ave,San Francisco,CA,94112,1699000,0,,San Francisco,3710,3741,1929,2,458,,Active,,,http://www.redfin.com/CA/San-Francisco/3181-San-Jose-Ave-94112/home/1940718,San Francisco MLS,421598792,N,Y,37.7084773,-122.4583947
MLS Listing,,Condo/Co-op,651 14th Ave,San Francisco,CA,94118,1595000,3,2.0,San Francisco,1860,3188,1921,2,858,150,Active,September-29-2021 12:00 PM,September-29-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/651-14th-Ave-94118/home/1643916,San Francisco MLS,421597849,N,Y,37.775858,-122.47285
MLS Listing,,Single Family Residential,225 Cresta Vista Dr,San Francisco,CA,94127,1495000,2,1.5,San Francisco,1305,2696,1967,2,1146,2,Active,,,http://www.redfin.com/CA/San-Francisco/225-Cresta-Vista-Dr-94127/home/685974,San Francisco MLS,421598744,N,Y,37.7358108,-122.4546634
MLS Listing,,Condo/Co-op,537 Natoma St #202,SAN FRANCISCO,CA,94103,685000,1,1.0,SAN FRANCISCO,518,,2013,2,1322,360,Active,,,http://www.redfin.com/CA/San-Francisco/537-Natoma-St-94103/unit-202/home/45393104,MLSListings,ML81859572,N,Y,37.779383,-122.408459
MLS Listing,,Condo/Co-op,900 Bush St #517,San Francisco,CA,94109,725000,1,2.0,San Francisco,831,,1982,2,872,1144,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-517/home/978991,San Francisco MLS,421598743,N,Y,37.7898591,-122.4125833
MLS Listing,,Multi-Family (2-4 Unit),919 Vallejo St,San Francisco,CA,94133,2700000,11,2.0,San Francisco,6275,2148,1911,2,430,,Active,,,http://www.redfin.com/CA/San-Francisco/919-Vallejo-St-94133/home/1707163,San Francisco MLS,421598782,N,Y,37.7979281,-122.4124691
MLS Listing,,Single Family Residential,634 3rd Ave,San Francisco,CA,94118,2995000,5,2.5,San Francisco,,2996,1905,2,,,Active,September-29-2021 05:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/634-3rd-Ave-94118/home/1461230,San Francisco MLS,421597846,N,Y,37.7766954,-122.4605458
MLS Listing,,Condo/Co-op,701 Minnesota St #115,San Francisco,CA,94107,949900,1,1.0,San Francisco,979,979,1900,2,970,508,Active,October-2-2021 12:00 PM,October-2-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/701-Minnesota-St-94107/unit-115/home/12396429,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968746,N,Y,37.7615332,-122.3899573
MLS Listing,,Condo/Co-op,1001 17th St #307,San Francisco,CA,94107,1165000,2,2.0,San Francisco,1059,9426,2016,2,1100,591,Active,October-2-2021 12:00 PM,October-2-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-307/home/109684860,San Francisco MLS,421598769,N,Y,37.7650727,-122.3940731
MLS Listing,,Multi-Family (2-4 Unit),1284 Dolores St,San Francisco,CA,94110,2199000,6,4.0,San Francisco,2880,2600,1890,2,764,,Active,,,http://www.redfin.com/CA/San-Francisco/1284-Dolores-St-94131/home/1006960,San Francisco MLS,421598766,N,Y,37.7488993,-122.425206
MLS Listing,,Single Family Residential,1014 Shotwell St,San Francisco,CA,94110,3495000,7,5.0,San Francisco,3830,3672,1899,2,913,,Active,September-29-2021 04:30 PM,September-29-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/1014-Shotwell-St-94110/home/2025218,San Francisco MLS,421598751,N,Y,37.7519024,-122.4154242
MLS Listing,,Multi-Family (2-4 Unit),116 - 118 Park St,San Francisco,CA,94110,1820000,4,2.0,San Francisco,2345,1500,1924,2,776,,Active,October-2-2021 01:30 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/116-Park-St-94110/home/1735586,San Francisco MLS,421597824,N,Y,37.7364826,-122.4230328
MLS Listing,,Single Family Residential,994 Corbett Ave,San Francisco,CA,94131,2795000,3,3.0,San Francisco,3110,1790,1947,2,899,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/994-Corbett-Ave-94131/home/683771,San Francisco MLS,421598579,N,Y,37.7507019,-122.4442357
MLS Listing,,Single Family Residential,358 Maynard St,San Francisco,CA,94112,995000,2,2.0,San Francisco,1650,2391,1942,2,603,,Active,October-3-2021 12:00 PM,October-3-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/358-Maynard-St-94112/home/1511127,San Francisco MLS,421598087,N,Y,37.7300588,-122.4224789
MLS Listing,,Multi-Family (5+ Unit),1536 - 1552 Great Hwy,San Francisco,CA,94122,9950000,0,,San Francisco,19391,16121,1907,2,513,,Active,,,http://www.redfin.com/CA/San-Francisco/1536-Great-Hwy-94122/home/1324870,San Francisco MLS,421598730,N,Y,37.7576524,-122.5086263
MLS Listing,,Condo/Co-op,798 Stanyan St #7,San Francisco,CA,94117,1628000,2,2.0,San Francisco,1464,4369,2001,2,1112,228,Active,,,http://www.redfin.com/CA/San-Francisco/798-Stanyan-St-94117/unit-7/home/1224204,San Francisco MLS,421598649,N,Y,37.767502,-122.4528937
MLS Listing,,Condo/Co-op,216 Filbert St #2,San Francisco,CA,94133,775000,2,1.5,San Francisco,623,5953,1900,2,1244,311,Active,,,http://www.redfin.com/CA/San-Francisco/216-Filbert-St-94133/unit-2/home/12354772,San Francisco MLS,421598716,N,Y,37.80253,-122.4035614
MLS Listing,,Condo/Co-op,1726 Larkin St,San Francisco,CA,94109,1350000,3,2.0,San Francisco,1490,3598,1905,2,906,277,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1726-Larkin-St-94109/home/176545872,San Francisco MLS,421598711,N,Y,37.7938394,-122.4194435
MLS Listing,,Condo/Co-op,847 Arguello Blvd #4,San Francisco,CA,94118,1198000,2,2.0,San Francisco,983,3967,1983,2,1219,533,Active,September-29-2021 05:00 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/847-Arguello-Blvd-94118/unit-4/home/620921,San Francisco MLS,421598534,N,Y,37.7749603,-122.4586882
MLS Listing,,Condo/Co-op,580 Hayes St #303,San Francisco,CA,94102,1895000,2,2.0,San Francisco,1321,12020,2018,2,1435,802,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-303/home/167260940,San Francisco MLS,421596907,N,Y,37.7767079,-122.4259839
MLS Listing,,Multi-Family (2-4 Unit),3630 - 3634 Scott St,San Francisco,CA,94123,2998000,5,3.0,San Francisco,3525,2504,1927,3,850,,Active,,,http://www.redfin.com/CA/San-Francisco/3630-Scott-St-94123/home/1522667,San Francisco MLS,421587640,N,Y,37.8035195,-122.4415624
MLS Listing,,Condo/Co-op,718 Long Bridge St #1300,San Francisco,CA,94158,1850000,2,2.0,San Francisco,1329,84866,2016,3,1392,1181,Active,,,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-1300/home/109685803,San Francisco MLS,421598625,N,Y,37.772,-122.393773
MLS Listing,,Condo/Co-op,400 Oak St #1,SAN FRANCISCO,CA,94102,786000,1,1.0,SAN FRANCISCO,600,,1900,3,1310,454,Active,,,http://www.redfin.com/CA/San-Francisco/400-Oak-St-94102/unit-1/home/28890102,MLSListings,ML81864321,N,Y,37.774782,-122.426094
MLS Listing,,Multi-Family (2-4 Unit),4355 Anza St,SAN FRANCISCO,CA,94121,1698000,2,2.5,SAN FRANCISCO,1975,2250,1917,3,860,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/4355-Anza-St-94121/home/176542700,MLSListings,ML81864320,N,Y,37.777544,-122.4950237
MLS Listing,,Condo/Co-op,655 Corbett Ave #506,San Francisco,CA,94114,698000,1,1.0,San Francisco,673,17101,1964,3,1037,556,Active,September-29-2021 05:00 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-506/home/1905289,San Francisco MLS,421596529,N,Y,37.7565294,-122.4430524
MLS Listing,,Multi-Family (2-4 Unit),1459 - 1461 17th Ave,San Francisco,CA,94122,1680000,4,3.0,San Francisco,3430,3000,1925,4,490,,Active,October-2-2021 01:00 PM,October-2-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1459-17th-Ave-94122/home/631882,San Francisco MLS,421598617,N,Y,37.760676,-122.475105
MLS Listing,,Single Family Residential,1881 Oakdale Ave,San Francisco,CA,94124,1290000,8,3.0,San Francisco,2438,1642,2014,4,529,,Active,,,http://www.redfin.com/CA/San-Francisco/1881-Oakdale-Ave-94124/home/1807149,San Francisco MLS,421591870,N,Y,37.7374299,-122.395719
MLS Listing,,Condo/Co-op,1688 Pine St Unit E401,San Francisco,CA,94109,346593,2,2.0,San Francisco,889,35482,2016,4,390,,Active,September-30-2021 05:00 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E401/home/144063589,San Francisco MLS,421595982,N,Y,37.7895497,-122.4233697
MLS Listing,,Single Family Residential,37 Sussex St,San Francisco,CA,94131,1895000,3,1.0,San Francisco,1189,1990,1951,4,1594,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Sussex-St-94131/home/938107,San Francisco MLS,421596785,N,Y,37.7362095,-122.4335194
MLS Listing,,Multi-Family (2-4 Unit),1338 - 1340 42nd Ave,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1452,3000,1908,4,823,,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1338-42nd-Ave-94122/home/108547189,San Francisco MLS,421596755,N,Y,37.7617282,-122.5013888
MLS Listing,,Multi-Family (2-4 Unit),77 - 81 Pleasant St,San Francisco,CA,94108,2995000,5,3.0,San Francisco,3315,1410,1907,4,903,,Active,,,http://www.redfin.com/CA/San-Francisco/77-Pleasant-St-94108/home/1029584,San Francisco MLS,421596893,N,Y,37.7927046,-122.4139666
MLS Listing,,Single Family Residential,651 29th St,SAN FRANCISCO,CA,94131,6395000,4,4.5,SAN FRANCISCO,5438,6597,2004,4,1176,,Active,,,http://www.redfin.com/CA/San-Francisco/651-29th-St-94131/home/69371622,MLSListings,ML81864098,N,Y,37.7430674,-122.4344663
MLS Listing,,Condo/Co-op,401 Harrison St Unit 8E,San Francisco,CA,94105,975000,1,1.0,San Francisco,710,,2014,4,1373,1292,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-8E/home/110263317,San Francisco MLS,421597929,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,100 Los Palmos Dr,San Francisco,CA,94127,1398000,3,1.5,San Francisco,,2962,1955,4,,,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/100-Los-Palmos-Dr-94127/home/1686497,San Francisco MLS,421598527,N,Y,37.7353525,-122.4477386
MLS Listing,,Single Family Residential,15 Holyoke St,San Francisco,CA,94134,1395000,3,2.0,San Francisco,2010,3000,1912,4,694,,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/15-Holyoke-St-94134/home/1503491,San Francisco MLS,421556507,N,Y,37.7307785,-122.4101145
MLS Listing,,Condo/Co-op,1439 Jefferson St,San Francisco,CA,94123,1895000,2,2.0,San Francisco,1583,3448,,4,1197,,Active,September-30-2021 04:30 PM,September-30-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1439-Jefferson-St-94123/home/40142266,BAREIS,421598047,N,Y,37.8055131,-122.436239
MLS Listing,,Single Family Residential,80 Thor Ave,San Francisco,CA,94131,5295000,4,3.5,San Francisco,4125,2657,2021,4,1284,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/80-Thor-Ave-94131/unit-V/home/102540178,San Francisco MLS,421590880,N,Y,37.7348583,-122.434371
MLS Listing,,Condo/Co-op,72 Townsend St #702,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1212,,,4,1233,920,Active,October-2-2021 01:45 PM,October-2-2021 04:15 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-702/home/102283789,San Francisco MLS,421596459,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,60 Rausch St #402,San Francisco,CA,94103,699000,1,1.0,San Francisco,572,,2002,4,1222,519,Active,September-29-2021 12:00 PM,September-29-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-402/home/12399471,San Francisco MLS,421598078,N,Y,37.7760722,-122.4096499
MLS Listing,,Single Family Residential,2840 Bryant St,San Francisco,CA,94110,1795000,2,2.0,San Francisco,2048,2500,1923,4,876,,Active,,,http://www.redfin.com/CA/San-Francisco/2840-Bryant-St-94110/home/886777,BAREIS,421598480,N,Y,37.7489529,-122.4089972
MLS Listing,,Multi-Family (2-4 Unit),184 Clipper St,SAN FRANCISCO,CA,94114,1549000,5,2.5,SAN FRANCISCO,2700,2047,1900,4,574,,Active,,,http://www.redfin.com/CA/San-Francisco/184-Clipper-St-94114/home/1205189,MLSListings,ML81862456,N,Y,37.74937,-122.429255
MLS Listing,,Condo/Co-op,2150 Grove St,San Francisco,CA,94117,1895000,3,2.0,San Francisco,,3000,1926,4,,350,Active,,,http://www.redfin.com/CA/San-Francisco/2150-Grove-St-94117/home/918479,San Francisco MLS,421592512,N,Y,37.7742997,-122.4520855
